State,Season,Total Specimens,Total A,Total B,A (Subtype N/A),A (2009 H1N1),A (H3),A (H3N2v),A (H5),B (Subtype N/A),BVic,BYam
North Dakota,Season 2010-11,3893,604,219,446,86,72,0,0,219,0,0
North Dakota,Season 2011-12,108,63,6,0,12,51,0,0,6,0,0
North Dakota,Season 2012-13,4182,639,296,454,10,175,0,0,296,0,0
North Dakota,Season 2013-14,2944,538,52,375,138,25,0,0,52,0,0
North Dakota,Season 2014-15,1253,346,113,126,23,197,0,0,113,0,0
North Dakota,Season 2015-16,1477,279,69,102,146,31,0,0,23,11,35
North Dakota,Season 2016-17,3473,570,448,192,26,351,1,0,133,37,278
North Dakota,Season 2017-18,5853,1556,528,865,72,619,0,0,282,32,214
North Dakota,Season 2018-19,9079,2621,98,1860,556,205,0,0,41,50,7
North Dakota,Season 2019-20,13632,2255,1833,1957,278,20,0,0,1447,384,2
North Dakota,Season 2020-21,605,45,81,42,1,2,0,0,80,1,0
North Dakota,Season 2021-22,1635,236,0,6,0,230,0,0,0,0,0
North Dakota,Season 2022-23,467,257,1,1,82,174,0,0,0,1,0
North Dakota,Season 2023-24,13404,1304,657,1304,0,0,0,0,657,0,0
North Dakota,Season 2023-24 ,681,300,195,12,209,79,0,0,7,188,0
North Dakota,Season 2024-25,7524,1772,27,1378,307,87,0,0,27,0,0
North Dakota,Season 2025-26,512,116,0,116,0,0,0,0,0,0,0
Ohio,Season 2010-11,3270,332,128,165,112,55,0,0,128,0,0
Ohio,Season 2011-12,2619,132,16,42,5,85,0,0,16,0,0
Ohio,Season 2012-13,3105,685,294,236,7,442,0,0,294,0,0
Ohio,Season 2013-14,3204,694,50,341,282,71,0,0,50,0,0
Ohio,Season 2014-15,20932,3558,528,2265,14,1279,0,0,528,0,0
Ohio,Season 2015-16,33017,2669,915,2167,371,125,6,0,828,45,42
Ohio,Season 2016-17,72910,7582,4856,6722,13,832,15,0,4619,64,173
Ohio,Season 2017-18,104967,16096,6265,14985,189,922,0,0,6061,5,199
Ohio,Season 2018-19,92547,16724,470,15005,751,968,0,0,454,7,9
Ohio,Season 2019-20,118825,13382,11380,12430,936,16,0,0,10987,393,0
Ohio,Season 2020-21,51722,441,1057,440,0,1,0,0,1057,0,0
Ohio,Season 2021-22,231556,12008,221,10926,17,1064,1,0,217,4,0
Ohio,Season 2022-23,200000,27002,320,25869,752,381,0,0,294,26,0
Ohio,Season 2023-24,274850,21583,13240,21583,0,0,0,0,13240,0,0
Ohio,Season 2023-24 ,1133,877,178,3,532,342,0,0,4,174,0
Ohio,Season 2024-25,158178,22198,187,20983,628,586,0,1,187,0,0
Ohio,Season 2025-26,10479,1581,19,1581,0,0,0,0,19,0,0
Oklahoma,Season 2010-11,3303,598,325,315,18,265,0,0,325,0,0
Oklahoma,Season 2011-12,1864,293,4,81,192,20,0,0,4,0,0
Oklahoma,Season 2012-13,4426,484,257,103,8,373,0,0,257,0,0
Oklahoma,Season 2013-14,5813,726,67,154,464,108,0,0,67,0,0
Oklahoma,Season 2014-15,8883,1104,300,545,77,482,0,0,300,0,0
Oklahoma,Season 2015-16,7684,260,159,163,27,70,0,0,145,3,11
Oklahoma,Season 2016-17,9675,855,393,608,27,220,0,0,328,3,62
Oklahoma,Season 2017-18,13848,1639,612,1326,100,213,0,0,548,4,60
Oklahoma,Season 2018-19,12274,1343,41,1106,79,158,0,0,33,6,2
Oklahoma,Season 2019-20,12231,1030,891,814,213,3,0,0,834,57,0
Oklahoma,Season 2020-21,21348,19,124,19,0,0,0,0,124,0,0
Oklahoma,Season 2021-22,25718,1202,0,1161,0,41,0,0,0,0,0
Oklahoma,Season 2022-23,16516,1556,5,1500,24,32,0,0,3,2,0
Oklahoma,Season 2023-24,35040,1819,1858,1819,0,0,0,0,1858,0,0
Oklahoma,Season 2023-24 ,261,18,6,2,7,9,0,0,0,6,0
Oklahoma,Season 2024-25,13500,2094,9,1988,29,77,0,0,6,3,0
Oklahoma,Season 2025-26,822,99,1,99,0,0,0,0,1,0,0
Oregon,Season 2010-11,954,344,24,12,166,166,0,0,24,0,0
Oregon,Season 2011-12,829,330,24,0,71,259,0,0,24,0,0
Oregon,Season 2012-13,1280,484,88,1,19,464,0,0,88,0,0
Oregon,Season 2013-14,856,393,10,1,351,41,0,0,10,0,0
Oregon,Season 2014-15,9661,1775,161,236,95,1444,0,0,161,0,0
Oregon,Season 2015-16,12639,1074,1001,749,67,258,0,0,997,0,4
Oregon,Season 2016-17,19233,3920,435,3673,1,246,0,0,435,0,0
Oregon,Season 2017-18,26962,3692,2877,3371,136,185,0,0,2873,0,4
Oregon,Season 2018-19,26469,6103,79,5687,171,245,0,0,79,0,0
Oregon,Season 2019-20,66949,4271,6607,4139,126,6,0,0,6546,60,1
Oregon,Season 2020-21,98408,219,978,219,0,0,0,0,976,1,1
Oregon,Season 2021-22,156653,3179,234,2975,1,203,0,0,234,0,0
Oregon,Season 2022-23,191146,18981,125,17719,381,881,0,0,124,1,0
Oregon,Season 2023-24,73973,3988,1411,3988,0,0,0,0,1411,0,0
Oregon,Season 2023-24 ,6339,375,134,20,245,110,0,0,2,132,0
Oregon,Season 2024-25,54717,9960,235,8421,633,904,0,2,235,0,0
Oregon,Season 2025-26,4086,897,3,897,0,0,0,0,3,0,0
Pennsylvania,Season 2010-11,8928,2220,382,89,790,1341,0,0,382,0,0
Pennsylvania,Season 2011-12,5817,265,172,7,68,190,0,0,172,0,0
Pennsylvania,Season 2012-13,7942,1521,681,16,104,1401,0,0,681,0,0
Pennsylvania,Season 2013-14,6637,1346,315,19,933,394,0,0,315,0,0
Pennsylvania,Season 2014-15,21922,3067,418,1582,71,1414,0,0,418,0,0
Pennsylvania,Season 2015-16,24582,2037,837,1600,228,209,0,0,659,63,115
Pennsylvania,Season 2016-17,22720,2907,973,2369,4,533,1,0,874,49,50
Pennsylvania,Season 2017-18,26427,3176,1976,2598,85,493,0,0,1709,40,227
Pennsylvania,Season 2018-19,19101,3459,103,2731,370,358,0,0,100,2,1
Pennsylvania,Season 2019-20,22221,2486,2293,2184,255,47,0,0,2258,34,1
Pennsylvania,Season 2020-21,116281,94,254,92,1,1,0,0,253,1,0
Pennsylvania,Season 2021-22,210008,3343,28,2356,5,982,0,0,28,0,0
Pennsylvania,Season 2022-23,95550,5916,74,5332,232,352,0,0,39,35,0
Pennsylvania,Season 2023-24,29563,2884,1337,2884,0,0,0,0,1337,0,0
Pennsylvania,Season 2023-24 ,16757,765,174,52,522,191,0,0,10,164,0
Pennsylvania,Season 2024-25,31413,5113,115,4315,357,441,0,0,94,21,0
Pennsylvania,Season 2025-26,2180,413,2,413,0,0,0,0,2,0,0
Puerto Rico,Season 2012-13,472,321,79,0,94,227,0,0,79,0,0
Puerto Rico,Season 2013-14,462,219,46,0,153,66,0,0,46,0,0
Puerto Rico,Season 2014-15,718,422,70,0,35,387,0,0,70,0,0
Puerto Rico,Season 2015-16,1020,380,228,4,183,193,0,0,33,53,142
Puerto Rico,Season 2016-17,642,413,95,0,2,411,0,0,19,52,24
Puerto Rico,Season 2017-18,724,465,155,0,33,432,0,0,4,9,142
Puerto Rico,Season 2018-19,1314,953,12,0,548,405,0,0,10,0,2
Puerto Rico,Season 2019-20,758,388,130,0,336,52,0,0,59,65,6
Puerto Rico,Season 2020-21,206,0,0,0,0,0,0,0,0,0,0
Puerto Rico,Season 2021-22,520,200,0,0,1,199,0,0,0,0,0
Puerto Rico,Season 2022-23,624,322,48,19,41,262,0,0,0,48,0
Puerto Rico,Season 2023-24 ,434,237,53,4,185,48,0,0,0,53,0
Puerto Rico,Season 2024-25,117,93,4,1,32,60,0,0,2,2,0
Rhode Island,Season 2015-16,397,128,37,0,109,19,0,0,1,5,31
Rhode Island,Season 2016-17,447,146,69,0,3,143,0,0,0,3,66
Rhode Island,Season 2017-18,440,149,39,0,13,136,0,0,0,1,38
Rhode Island,Season 2018-19,339,129,6,3,91,35,0,0,1,4,1
Rhode Island,Season 2019-20,307,100,35,3,81,16,0,0,5,30,0
Rhode Island,Season 2020-21,1660,1,0,0,1,0,0,0,0,0,0
Rhode Island,Season 2021-22,11237,728,8,242,0,486,0,0,0,8,0
Rhode Island,Season 2022-23,14622,1613,35,1383,59,171,0,0,2,33,0
Rhode Island,Season 2023-24 ,4184,475,111,247,181,47,0,0,31,80,0
Rhode Island,Season 2024-25,3711,1558,88,336,531,691,0,0,85,3,0
South Carolina,Season 2010-11,8002,721,246,491,92,138,0,0,246,0,0
South Carolina,Season 2011-12,3008,107,20,28,38,41,0,0,20,0,0
South Carolina,Season 2012-13,6822,1122,281,871,26,225,0,0,281,0,0
South Carolina,Season 2013-14,4413,733,114,536,176,21,0,0,114,0,0
South Carolina,Season 2014-15,12933,1365,329,951,14,400,0,0,329,0,0
South Carolina,Season 2015-16,12602,855,267,610,101,144,0,0,243,17,7
South Carolina,Season 2016-17,14118,1197,712,924,10,263,0,0,621,55,36
South Carolina,Season 2017-18,20533,2306,819,2048,55,203,0,0,757,2,60
South Carolina,Season 2018-19,16613,1821,42,1491,108,222,0,0,34,8,0
South Carolina,Season 2019-20,17275,1734,1062,1227,489,18,0,0,776,280,6
South Carolina,Season 2020-21,14132,135,121,135,0,0,0,0,121,0,0
South Carolina,Season 2021-22,37753,1808,42,1772,0,36,0,0,42,0,0
South Carolina,Season 2022-23,61199,4276,94,4110,69,97,0,0,92,2,0
South Carolina,Season 2023-24,55782,2993,1726,2993,0,0,0,0,1726,0,0
South Carolina,Season 2023-24 ,917,322,263,23,269,30,0,0,17,246,0
South Carolina,Season 2024-25,9418,1417,5,1102,158,157,0,0,5,0,0
South Carolina,Season 2025-26,594,77,0,77,0,0,0,0,0,0,0
South Dakota,Season 2010-11,1533,405,365,15,50,340,0,0,365,0,0
South Dakota,Season 2011-12,3082,491,14,79,14,398,0,0,14,0,0
South Dakota,Season 2012-13,4265,526,235,145,8,373,0,0,235,0,0
South Dakota,Season 2013-14,3945,589,65,83,422,84,0,0,65,0,0
South Dakota,Season 2014-15,7949,1136,407,113,67,956,0,0,407,0,0
South Dakota,Season 2015-16,6819,645,181,257,260,128,0,0,93,47,41
South Dakota,Season 2016-17,8328,1098,549,597,22,479,0,0,279,64,206
South Dakota,Season 2017-18,3368,638,274,84,40,514,0,0,60,24,190
South Dakota,Season 2018-19,3741,798,31,119,307,372,0,0,10,18,3
South Dakota,Season 2019-20,4594,645,574,108,531,6,0,0,90,481,3
South Dakota,Season 2020-21,2364,1,5,1,0,0,0,0,5,0,0
South Dakota,Season 2021-22,34853,3092,22,1989,1,1102,0,0,22,0,0
South Dakota,Season 2022-23,3177,406,18,144,164,98,0,0,6,12,0
South Dakota,Season 2023-24,3138,77,60,77,0,0,0,0,60,0,0
South Dakota,Season 2023-24 ,677,320,271,29,135,156,0,0,12,259,0
South Dakota,Season 2024-25,2863,745,9,154,335,256,0,0,9,0,0
South Dakota,Season 2025-26,127,8,0,8,0,0,0,0,0,0,0
Tennessee,Season 2010-11,3390,429,345,3,283,143,0,0,345,0,0
Tennessee,Season 2011-12,831,93,3,0,11,82,0,0,3,0,0
Tennessee,Season 2012-13,1664,380,146,0,15,365,0,0,146,0,0
Tennessee,Season 2013-14,3834,496,29,44,427,25,0,0,29,0,0
Tennessee,Season 2014-15,12776,1609,349,1097,59,453,0,0,349,0,0
Tennessee,Season 2015-16,11008,554,431,354,114,86,0,0,431,0,0
Tennessee,Season 2016-17,10828,971,476,597,24,350,0,0,464,3,9
Tennessee,Season 2017-18,13279,1568,654,1354,2,212,0,0,651,0,3
Tennessee,Season 2018-19,5876,598,84,344,56,198,0,0,83,1,0
Tennessee,Season 2019-20,4733,541,280,276,260,5,0,0,163,116,1
Tennessee,Season 2020-21,1571,17,30,17,0,0,0,0,30,0,0
Tennessee,Season 2021-22,3392,357,2,208,1,148,0,0,2,0,0
Tennessee,Season 2022-23,4711,749,60,496,130,123,0,0,56,4,0
Tennessee,Season 2023-24,4629,217,214,217,0,0,0,0,214,0,0
Tennessee,Season 2023-24 ,564,156,69,5,77,74,0,0,4,65,0
Tennessee,Season 2024-25,2662,2063,1,1372,240,451,0,0,1,0,0
Texas,Season 2010-11,24005,3187,1353,1404,328,1455,0,0,1353,0,0
Texas,Season 2011-12,20078,1155,215,730,329,96,0,0,215,0,0
Texas,Season 2012-13,33437,3340,2942,2197,40,1103,0,0,2942,0,0
Texas,Season 2013-14,37822,5123,1183,3429,1370,324,0,0,1183,0,0
Texas,Season 2014-15,59649,9018,2121,6541,247,2230,0,0,2121,0,0
Texas,Season 2015-16,58682,3325,2644,2826,125,374,0,0,2508,53,83
Texas,Season 2016-17,72608,6944,2735,6498,49,397,0,0,2585,35,115
Texas,Season 2017-18,111120,17134,9532,16792,79,263,0,0,9452,2,78
Texas,Season 2018-19,101127,17297,2009,16630,228,439,0,0,1953,44,12
Texas,Season 2019-20,124571,15053,13012,14474,555,24,0,0,12823,189,0
Texas,Season 2020-21,76084,763,1731,760,0,3,0,0,1726,5,0
Texas,Season 2021-22,248734,15731,208,15032,1,698,0,0,205,3,0
Texas,Season 2022-23,303955,33689,1157,33233,193,263,0,0,1149,8,0
Texas,Season 2023-24,306477,26673,15347,26673,0,0,0,0,15347,0,0
Texas,Season 2023-24 ,4051,518,305,13,338,167,0,0,9,296,0
Texas,Season 2024-25,132476,26090,422,24667,496,927,0,0,421,1,0
Texas,Season 2025-26,9135,2107,35,2107,0,0,0,0,35,0,0
Utah,Season 2010-11,15139,2432,826,733,495,1204,0,0,826,0,0
Utah,Season 2011-12,11810,1824,77,242,1012,570,0,0,77,0,0
Utah,Season 2012-13,20274,2268,1519,816,68,1384,0,0,1519,0,0
Utah,Season 2013-14,17992,1936,420,651,963,322,0,0,420,0,0
Utah,Season 2014-15,24741,3262,586,793,196,2273,0,0,586,0,0
Utah,Season 2015-16,25424,2228,1625,1630,247,351,0,0,1249,31,345
Utah,Season 2016-17,27411,3222,426,2351,8,863,0,0,253,45,128
Utah,Season 2017-18,33271,3964,2331,3259,85,620,0,0,2011,71,249
Utah,Season 2018-19,34728,6668,285,5874,389,405,0,0,275,9,1
Utah,Season 2019-20,37720,5048,3163,4513,513,22,0,0,2879,278,6
Utah,Season 2020-21,6334,177,327,176,0,1,0,0,325,2,0
Utah,Season 2021-22,1255,713,0,0,1,712,0,0,0,0,0
Utah,Season 2022-23,1119,511,35,0,190,321,0,0,0,35,0
Utah,Season 2023-24 ,1224,518,221,0,365,153,0,0,1,220,0
Utah,Season 2024-25,847,405,1,0,124,281,0,0,0,1,0
Vermont,Season 2010-11,144,98,12,0,49,49,0,0,12,0,0
Vermont,Season 2011-12,53,40,1,0,3,37,0,0,1,0,0
Vermont,Season 2012-13,103,56,8,0,0,56,0,0,8,0,0
Vermont,Season 2013-14,128,79,1,0,66,13,0,0,1,0,0
Vermont,Season 2014-15,5698,586,188,206,7,373,0,0,188,0,0
Vermont,Season 2015-16,6903,480,128,328,73,79,0,0,127,0,1
Vermont,Season 2016-17,5184,701,240,465,3,233,0,0,238,0,2
Vermont,Season 2017-18,8256,1468,465,1290,22,156,0,0,465,0,0
Vermont,Season 2018-19,6604,1363,75,1010,214,139,0,0,70,4,1
Vermont,Season 2019-20,7236,792,528,686,80,26,0,0,499,29,0
Vermont,Season 2020-21,5269,25,34,25,0,0,0,0,34,0,0
Vermont,Season 2021-22,12084,657,7,579,0,78,0,0,7,0,0
Vermont,Season 2022-23,15156,1647,15,1550,15,82,0,0,15,0,0
Vermont,Season 2023-24,16277,1308,125,1308,0,0,0,0,125,0,0
Vermont,Season 2023-24 ,443,326,44,13,197,116,0,0,1,43,0
Vermont,Season 2024-25,10618,1962,57,1781,124,57,0,0,47,10,0
Vermont,Season 2025-26,691,91,2,91,0,0,0,0,2,0,0
Virgin Islands,Season 2010-11,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands,Season 2011-12,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands,Season 2012-13,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands,Season 2013-14,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands,Season 2014-15,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands,Season 2015-16,0,0,0,0,0,0,0,0,0,0,0
Virginia,Season 2010-11,3658,530,190,308,112,110,0,0,190,0,0
Virginia,Season 2011-12,2144,78,17,20,12,46,0,0,17,0,0
Virginia,Season 2012-13,4283,698,312,367,8,323,0,0,312,0,0
Virginia,Season 2013-14,4528,663,92,120,476,67,0,0,92,0,0
Virginia,Season 2014-15,9408,1304,210,1052,36,216,0,0,210,0,0
Virginia,Season 2015-16,9281,959,326,646,269,44,0,0,317,4,5
Virginia,Season 2016-17,11387,1970,624,1276,17,677,0,0,460,26,138
Virginia,Season 2017-18,19409,2991,1411,2275,183,533,0,0,1151,34,226
Virginia,Season 2018-19,17599,2987,125,2002,490,495,0,0,89,18,18
Virginia,Season 2019-20,16811,1700,1415,1091,581,28,0,0,946,458,11
Virginia,Season 2020-21,13337,42,57,42,0,0,0,0,57,0,0
Virginia,Season 2021-22,43324,820,14,727,2,91,0,0,14,0,0
Virginia,Season 2022-23,61741,4477,36,4318,41,118,0,0,35,1,0
Virginia,Season 2023-24,51679,2923,1362,2923,0,0,0,0,1362,0,0
Virginia,Season 2023-24 ,1332,243,48,7,156,80,0,0,1,47,0
Virginia,Season 2024-25,24882,3526,59,3012,276,238,0,0,58,1,0
Virginia,Season 2025-26,1388,247,2,247,0,0,0,0,2,0,0
Washington,Season 2010-11,9229,771,55,180,315,276,0,0,55,0,0
Washington,Season 2011-12,9881,610,698,36,195,379,0,0,698,0,0
Washington,Season 2012-13,12085,1584,207,208,40,1336,0,0,207,0,0
Washington,Season 2013-14,11231,1273,101,122,911,240,0,0,101,0,0
Washington,Season 2014-15,13979,1628,287,190,186,1252,0,0,287,0,0
Washington,Season 2015-16,15538,1201,994,707,218,276,0,0,814,52,128
Washington,Season 2016-17,28972,3700,483,3148,18,534,0,0,421,9,53
Washington,Season 2017-18,45641,4243,3206,3915,97,231,0,0,3070,4,132
Washington,Season 2018-19,45111,7499,189,6951,299,249,0,0,179,6,4
Washington,Season 2019-20,47744,3167,3152,2853,277,37,0,0,2942,207,3
Washington,Season 2020-21,23164,114,340,114,0,0,0,0,340,0,0
Washington,Season 2021-22,99655,1809,23,1419,2,388,0,0,23,0,0
Washington,Season 2022-23,170403,15244,144,14356,292,596,0,0,114,30,0
Washington,Season 2023-24,153015,7201,1679,7201,0,0,0,0,1679,0,0
Washington,Season 2023-24 ,1974,471,70,50,318,103,0,0,14,56,0
Washington,Season 2024-25,58064,7452,713,6710,336,392,0,14,710,3,0
Washington,Season 2025-26,3925,562,29,562,0,0,0,0,29,0,0
West Virginia,Season 2010-11,7947,892,86,406,262,224,0,0,86,0,0
West Virginia,Season 2011-12,5350,203,4,35,10,158,0,0,4,0,0
West Virginia,Season 2012-13,11127,1473,661,0,27,1446,0,0,661,0,0
West Virginia,Season 2013-14,10090,1106,34,0,909,197,0,0,34,0,0
West Virginia,Season 2014-15,17218,1727,256,690,106,931,0,0,256,0,0
West Virginia,Season 2015-16,17015,809,642,484,169,156,0,0,637,0,5
West Virginia,Season 2016-17,19361,1285,737,923,2,360,0,0,736,0,1
West Virginia,Season 2017-18,27457,2740,1033,2400,64,276,0,0,862,37,134
West Virginia,Season 2018-19,25328,2951,83,2410,307,234,0,0,65,3,15
West Virginia,Season 2019-20,24356,1650,1843,1456,193,1,0,0,1671,172,0
West Virginia,Season 2020-21,29006,33,107,33,0,0,0,0,107,0,0
West Virginia,Season 2021-22,49648,1811,10,1562,14,232,3,0,10,0,0
West Virginia,Season 2022-23,52684,4607,38,4133,221,253,0,0,23,15,0
West Virginia,Season 2023-24,33267,695,626,695,0,0,0,0,626,0,0
West Virginia,Season 2023-24 ,971,548,237,12,330,206,0,0,13,224,0
West Virginia,Season 2024-25,19604,1466,14,1051,214,201,0,0,12,2,0
West Virginia,Season 2025-26,733,94,1,94,0,0,0,0,1,0,0
Wisconsin,Season 2010-11,6388,1669,310,105,749,815,0,0,310,0,0
Wisconsin,Season 2011-12,3974,708,159,48,53,607,0,0,159,0,0
Wisconsin,Season 2012-13,3403,1013,350,29,18,966,0,0,350,0,0
Wisconsin,Season 2013-14,3458,864,73,94,585,185,0,0,73,0,0
Wisconsin,Season 2014-15,5834,1595,418,123,64,1407,1,0,418,0,0
Wisconsin,Season 2015-16,36477,4362,622,3425,750,187,0,0,480,68,74
Wisconsin,Season 2016-17,44472,5934,3216,4892,31,1011,0,0,2869,86,261
Wisconsin,Season 2017-18,72045,12478,4491,11296,125,1057,0,0,4105,12,374
Wisconsin,Season 2018-19,61509,10811,485,9983,412,416,0,0,431,26,28
Wisconsin,Season 2019-20,87394,11549,8710,11015,441,93,0,0,8090,610,10
Wisconsin,Season 2020-21,121165,212,443,208,1,2,1,0,443,0,0
Wisconsin,Season 2021-22,356421,20997,343,20389,5,603,0,0,342,1,0
Wisconsin,Season 2022-23,365982,48377,643,47645,165,567,0,0,628,15,0
Wisconsin,Season 2023-24,335982,27535,13067,27535,0,0,0,0,13067,0,0
Wisconsin,Season 2023-24 ,3608,854,194,68,476,310,0,0,11,183,0
Wisconsin,Season 2024-25,232911,42487,631,40918,1071,497,0,1,599,32,0
Wisconsin,Season 2025-26,16193,2479,23,2479,0,0,0,0,23,0,0
Wyoming,Season 2010-11,968,157,48,20,42,95,0,0,48,0,0
Wyoming,Season 2011-12,613,100,5,12,22,66,0,0,5,0,0
Wyoming,Season 2012-13,1047,216,117,20,11,185,0,0,117,0,0
Wyoming,Season 2013-14,930,250,20,10,208,32,0,0,20,0,0
Wyoming,Season 2014-15,1099,287,102,17,22,248,0,0,102,0,0
Wyoming,Season 2015-16,1662,292,69,125,104,63,0,0,26,1,42
Wyoming,Season 2016-17,839,278,42,3,2,273,0,0,12,1,29
Wyoming,Season 2017-18,767,190,128,9,39,142,0,0,19,2,107
Wyoming,Season 2018-19,349,171,11,1,91,79,0,0,4,3,4
Wyoming,Season 2019-20,7585,185,152,134,50,1,0,0,127,25,0
Wyoming,Season 2020-21,126042,61,22,61,0,0,0,0,20,2,0
Wyoming,Season 2021-22,41905,1818,11,945,0,873,0,0,11,0,0
Wyoming,Season 2022-23,3395,494,15,312,59,123,0,0,11,4,0
Wyoming,Season 2023-24,829,103,101,103,0,0,0,0,101,0,0
Wyoming,Season 2023-24 ,654,91,44,45,38,8,0,0,21,23,0
Wyoming,Season 2024-25,757,191,1,134,32,25,0,0,1,0,0
Wyoming,Season 2025-26,21,5,0,5,0,0,0,0,0,0,0
